,Product_Location_in_Tree,Product_title,Product_image_URL,Product_brand,Product_Rating,Number_of_Customer_review,Product_price,Product_About_Item,Product_Dim,Product_ASIN,Product_Item_Model_number,Product_Department,Product_Date_First_Available,Product_Special,Product_manufacturer,Country_Origin,UPSPSC_Code,Product_BSR,Number of sold of in a month,Product Specification,Product Description
46,"Clothing, Shoes & Jewelry > Men > Accessories > Wallets, Card Cases & Money Organizers > Wallets",RUNBOX Slim Wallet for Men Genuine Leather RFID Blocking Bifold Minimalist Front Pocket Mens Wallet with Money Clip Thin Gift Box,https://m.media-amazon.com/images/I/81YoUQk65cL._AC_SX679_.jpg,RUNBOX,4.5,"28,279",$23.99,"Top Cowhide Leather - Most wallet sellers on the market use artificial leather in order to increase their profits, and it is frustrating that there will be serious wear and skin peeling after about a few month of used. Because of that, we choose the real cowhide material with higher cost and stronger durability. In this way, it not only come with comfortable touch, but also durable enough with lifetime guarantee that the wallet will not wear out or peel off.
GIFT FOR WHOM YOU LOVE - Our minimalist wallets come in classy gift box packaging. And our wallets will be the great next gift for your Dad, Grandpa, Friend, Brother, Boyfriend, or Husband so on whom you love!
Slim and Thin - Measures only 4"" x 3"" with 6 card slots and 1 ID window. RUNBOX slim wallets design Quick Access ID Windows, Best Fits 6-8 cards plus US bills with no bulk.
Rfid Blocking - This wallet for men are designed by German designer, made of genuine leather material, durable, wear- resistant and scratch-resistant.Our wallets block the 13.56 MHz band and protect against data theft by RFID scanners.
Lifetime Guarantee - We, RUNBOX have been producing leather products since 2008 and we have absolute confidence in the quality of our products.We provide a lifetime guarantee. If you have any quality problems with RUNBOX wallets, please contact us!",3.15 x 3.15 x 3.15 inches,B07SXK3G8D,None,mens,none,none,RUNBOX,China,none,#47,none,none,"Product Description
Bring a breath of fresh air to your accessory collection!
With the modern RUNBOX wallet model ”Classic”
The slim wallet Classic presents itself in a modern way with the right amount of card slots and an integrated stainless steel money clip. The classy design is emphasized by the metal spring emblem
A high-quality accessory that captivates with its clear graphic line
Product details:
6 Card slots
Stainless-steel sring money clip
RFID-protection for all cards
Dimensions: 4.5"" in x 3.1"" in x 0.6"" in (closed and empty)
Weight: 2.4 oz (empty weight)
Material: Top cowhide leather
Quality you can feel
RUNBOX wallets are made from carefully selected, quality-tested materials that are assembled with the utmost precision for long-lasting durability!
Trim dimensions
This elegant, slim wallet is designed to fit perfectly in any trouser pocket without bulging!
Industry-tested security
All of our RFID blocking wallets are tested by an independent German quality control institute. Our wallets block the most commonly used 13.56 MHz band and protect against data theft by RFID and NFC scanners!
Intelligently designed functionality
Thanks to the clever layout of card slots and sring money clips, the wallet offers enough space for all your needs, yet is slim and won’t bulge your pocket
Gift idea
The wallet comes in luxurious gift packaging to make it the perfect present. The box can be re-purposed as an elegant storage container for jewelry
RUNBOX focus on your life
RUNBOX has always been inspired by American creativity and ingenuity.
Since 2008, we've strived to bring new life into the industry by making quality, fashionable leather goods and accessories that were both fun and accessible.
Money Clip 01 Money Clip 02 Money Clip 03 Money Clip 04 Money Clip 05
Card slots 6 6 11 11 11
ID Window ✓ ✓ ✓ ✓ ✓
money clip ✓ ✓ ✓ ✓
RFID Protection ✓ ✓ ✓ ✓ ✓
ID Window ✓ ✓ ✓ ✓ ✓
Material Leather Leather Leather Leather Leather
Cash Pocket 01 Cash Pocket 02 Cash Pocket 03 Cash Pocket 04 Cash Pocket 05 Cash Pocket 06
RFID Protection ✓ ✓ ✓ ✓ ✓ ✓
ID Window ✓ ✓ ✓ ✓ 2 2
Number of Cards 8 10 10 12 12 16
Material Leather Leather Leather Leather Leather Both"
47,"Clothing, Shoes & Jewelry > Men > Accessories > Wallets, Card Cases & Money Organizers > Wallets","typecase Slim Minimalist Card Mens Wallet for AirTag, Front Pocket Premium Crazy Horse Leather Wallet with AirTag Holder, RFID Blocking Cash Credit Card Wallet Compatible with AirTag (Black)",https://m.media-amazon.com/images/I/71IHvn5ke7L._AC_SX679_.jpg,typecase,4.3,941,$16.99,"Integrated Case Holder For AirTag: This top grain slim mens wallet has an integrated holder for AirTag with snap design, which can tightly fix your Apple tracker in place. Put your AirTag into the holder case, it can securely protect your AirTag, you can keep your wallet for AirTag tracked and won't lose your mens wallet again!
100% Full Grain Leather
Integrated Case Holder For AirTag: This top grain slim mens wallet has an integrated holder for AirTag with snap design, which can tightly fix your Apple tracker in place. Put your AirTag into the holder case, it can securely protect your AirTag, you can keep your wallet for AirTag tracked and won't lose your mens wallet again!
Long-lasting Slim Size wallet for AirTag for Men: The size of this slim wallet for AirTag is 4.33*3.14*0.78 inch, which is ultra-thin and stylish. This slim wallet can easily fit into your front pocket or jeans pocket and is well-suited for everyday carry. The premiun Nappa leather wallet for AirTag is long-lasting to resist scracth from your keys, knife or sharp things.
Function Slim Mens Wallet with Large Capacity: With the minimalist size, this mens wallet has large capacity with 8 Slot Compartments, 1 ID card window and 2 cash layers, which is spacious enough to meet your everyday needs. The slim AirTag mens wallet is ideal for carrying ID card, driver license, business cards, credit and debit cards, membership cards, bills etc.
Privacy Protection with RFID Blocking: This wallet for AirTag for men is equipped with advanced RFID security technology, unique metal composites and engineered specifically to block 13.56 MHz frequency band or higher RFID signals and protect the valuable information stored on RFID chips from unauthorized scans. Your credit cards, debit cards, driving license and ID cards will be protected effectively in our wallet for AirTag case.
PLENTY OF ROOM: 6 slots easily holds your driver's license, credit cards, debit cards and membership cards, making your work and travel more convenient.
EFFECTIVELY BLOCKS RFID SIGNALS: Outfitted with advanced RFID-blocking technology, these slim wallet for AirTag's for men block electronic signals to keep your identity protected while you travel, work or explore.",3.3 x 0.12 x 4.1 inches,B09VSYZYQP,Mens Minimalist card wallet for AirTag,Men,none,none,typecase,China,none,#48,none,none,"Product Description
Typecase Airtag Wallet
Airtag Holder
7
Card Slots
11
1 Cash Slot
Cash Pokets
2
RFID Blocking
Top Grain Leather
Material
Top Grain Leather
Learn More"
48,"Clothing, Shoes & Jewelry > Men > Accessories > Wallets, Card Cases & Money Organizers > Wallets",TopMost RFID-Blocking Aluminum Black Wallet Credit Cards Holder for men & women - Slots for 12 Cards And Bills,https://m.media-amazon.com/images/I/61-u-DTiwWL._AC_SX679_.jpg,TopMost,4.1,"2,301",$16.99,"✅ RFID BLOCKING – Our wallets are manufactured with an RFID shield integrated to prevent theft and to protect your information from electronic reading devices.
✅ XL CAPACITY - The wallet is equipped with 6 slots that can fit in 12 cards or a bunch of money bills.
✅ COMPACT & COMFORT – Enjoy our minimalist wallets to hold everything you need. You will barely feel this wallet it in your pocket. The corners are rounded to prevent damage to your pockets.
✅ CLICKING LATCH - Effortless clicking latch shuts securely and opens with a simple push
✅ STYLISH & MODERN – These modern & lightweight wallets come in a range of four BEAUTIFUL METALLIC colors: Black, Silver, Gold and Pink.
✅ Every purchased item includes 1 Aluminum wallet",2.95 x 4.33 x 1 inches,B07K9X6SJ1,TP-001,mens,none,none,No,China,none,#49,none,none,"Product Description
TopMost's Wallets
TopMost’s modern wallets are designed for both men and women and are ideal for those who don’t want bulky pockets. They are manufactured with an RFID shield integrated, to prevent theft and to protect your information from electronic reading devices. The wallet is equipped with 6 slots that can fit in 12 credit cards or a bunch of money bills. They have an effortless clicking latch that shuts securely and opens with a simple push. The design is suitable for both men & women and comes in a range of colors. You can select one of these beautiful metallic colors: Silver, Gold, Black and Pink.
Features
Enjoy our Minimalist Wallets
Enjoy our minimalist wallets to hold everything you need. Our wallets are designed for you to carry basic necessities – the credit cards you use most, a bit of cash, an ID card for work, etc. – and still fit into your back (or front) pocket.
Extra Stroage
Enjoy our minimalist wallets to hold everything you need.
Our wallets are designed for you to carry basic necessities – the credit cards you use most, a bit of cash, an ID card for work, etc. – and still fit into your back (or front) pocket
The wallet is equipped with 6 slots that can fit in up to 12 cards or a bunch of money bills.
Stylish & Compact
These modern & lightweight wallets come in a range of BEAUTIFUL METALLIC colors and several unique designs.
We have designed them with rounded corners to prevent damage to your pockets.
RFID Protection
Radio frequency identification (RFID) skimming is a form of digital theft that enables information from RFID-equipped credit cards to be read and duplicated. It can be used as a form of wireless identity theft or credit card theft.
TopMost’s wallets are RFID protected, in which your information and data will be kept safe."
49,"Clothing, Shoes & Jewelry > Men > Accessories > Wallets, Card Cases & Money Organizers > Wallets",Admetus Mens RFID Blocking Wallets Zipper Leather Wallet for Men Bifold RFID Card Holder,https://m.media-amazon.com/images/I/A1FcuZ+mrBL._AC_UX679_.jpg,Admetus,4.6,"3,639",$23.97,"Leather lining
Zipper closure
MATERIAL: High quality cow leather,have natural special scratches,as time goes on,it will be more bright,and better touch feeling
LARGE CAPACITY:4.7"" x 3.7"" x 0.8"" inches,include 8 card slots,1 ID window,1 zipper coin pocket, 1 SD Card Hodler,1 Micro SD Card Hodler,1 outside card slots
MULTI FUNCTION:Organizer for cash/coin/ID cards/credit cards/SD cards/receipts etc,from casual to business,great for travel or every day use
CREATIVE WRAPPED:Special box design,the box looks like an ancient book,creative and beautiful.It is a great gift idea,also funny for self-using
100% MONEY BACK GUARANTEE -satisfaction guarantee, if you're not satisfied with our product, we will provide you with a refund or a free replacement",None,B0753H13Y9,RFAD-344502,mens,"August 24, 2017",none,Admetus,none,none,#50,none,none,"Basic Informations:
1. This men's wallet is 100% made from genuine cowhide leather, durable and elegant
2. Enough space to put cards /cash/coin/bill/ID
3. We provide creative gift box,really a nice gift to your friends or family members

Attentions:
All pictures we shot are taken under the most natural condition we can ever create to show you how the products actually look like.Please understand that even so,the color difference may still exist at the different image resolution of our computers and mobiles.
Admetus wallet use top layer crazy-horse genuine cow leather, has natural special scratches or wrinkle,as time goes on,it will be more bright,and better touch feeling(method to distinguish genuine leather:1. each leather has special texture,we can't find two pieces of leather are the same2.use your nail to scratch the leather,the scratches will appear,after use finger to wipe the surface,the scratches will disappear gradually.)

Leather wallet maintenance tips:
1. Don't water cleaning it,or in a humid environment
2.Don't put it near the fire or roast it,avoid long time exposure in the sun
3.Keep away from acidic substances
4.Avoid rubbing or squeezing with rough, sharp objects
5.If leather is slightly dusty and is void of any major spills or stains,micro-fiber cloth could clean it

After-sales service:
1.All of our products are fulfilled by Amazon Prime,if you have any problem about your order,feel free to contact Amazon customer service.In 30 days,it is free to return or exchange the products(free to return for full refund)
2.Within 6 months,if the product has any quality problem,send us the photo of the defective item,we will send another replacement wallet for free.
3.Feel free to contact us if you like our wallet,or have any suggestion about our product or service."
50,"Clothing, Shoes & Jewelry > Men > Accessories > Wallets, Card Cases & Money Organizers > Wallets",'Real Leather Trifold Wallet for Men - RFID Wallets Slim 9 Credit Card Holder 2 ID Compartment Gift For Men,https://m.media-amazon.com/images/I/81i06QQ+4SL._AC_UX679_.jpg,OakLeathers,4.5,"10,697",$9.99,"Leather lining
Flap closure
Dry Cloth Clean",1 x 1 x 1 inches; 1.41 Ounces,B0C75RLXH6,CFH 12,mens,"June 5, 2023",none,Clifton Heritage,none,none,#51,none,none,none
51,"Clothing, Shoes & Jewelry > Men > Accessories > Wallets, Card Cases & Money Organizers > Wallets",SERMAN BRANDS RFID Blocking Wallet Slim Bifold - Genuine Leather Minimalist Front Pocket Wallets for Men with Money Clip Gift,https://m.media-amazon.com/images/I/91Vguh-EJNL._AC_UX679_.jpg,SERMANBRANDS,4.7,"8,865",$24.99,"Leather lining
No Closure closure
Dry Cloth Clean
PATENT PENDING - 12 MONTH WARRANTY, The SERMAN BRANDS Warranty covers any factory defects as a result from the manufacturing process of the product.
SAFETY. PRIVACY. SECURITY - Our wallets are equipped with advanced RFID SECURE Technology, a unique metal composite, engineered specifically to block 13.56 MHz or higher RFID signals and protect the valuable information stored on RFID chips from unauthorized scans
SLIM AND STYLISH - Made with the Finest Full Grain genuine leather, Designed Quick Access ID Windows, Best Fits 6-8 cards plus US bills with no bulk - Wallet Size: 4.4"" in. x 3"" in. .25"" in.
HOW IT WORKS- At last! A wallet that will meet your everyday needs. The SERMAN BRANDS card holder is equipped with a 4 quick draw front pockets made for your most used cards. 2 interior pockets, with a photo ID slot, and a money clip to hold your cash. Wallet case features quick access for your everyday cards.
LEATHERS- We use only the finest leathers to make smart and stylish wallets! Premium full grain leathers that are soft and appealing! Our vintage leathers stay true to their nature by being receptive to scratches. With use the wallet will absorb the natural oils of your hands which will allow the wallet to develop a rich and dark color. Over time, your wallet will develop a character that matches your adventures.",None,B0BGQNST37,None,mens,"September 28, 2022",none,none,none,none,#52,none,none,
52,"Clothing, Shoes & Jewelry > Men > Accessories > Wallets, Card Cases & Money Organizers > Wallets","Flipside Wallets 4 RFID Blocking Wallet for Men with Removable Money Clip - Slim, Secure and Crush Resistant",https://m.media-amazon.com/images/I/61fJKkBhW-L._AC_UX679_.jpg,Flipside,4.6,"9,184",$45.00,"Aluminum lining
Snap closure
Wet Wipe Clean
PROTECTS CARDS FROM RFID THEFT: The Flipside 4 is a unique and secure wallet that can help keep your financial information safe. It features 3 RFID-blocking card slots that are scan-proof to protect against RFID skimming of your credit and debit cards.
CRUSH RESISTANT AND SECURE: This wallet is constructed out of heavy-duty polycarbonbate and aircraft-grade aluminum interiors to prevent your cards from bending and cracking. For added protection, it also comes with reinforced hinges and a scratch-resistant surface.
AUTOMATIC LOCK AND ASSISTED OPEN: Metal wallet automatically locks itself shut on close and flips itself open with the push of a button, and card holder prevents cards from accidentally falling out of your wallet.
PATENTED EASY TO USE DESIGN : Don't let the sleek, minimalist build of this wallet fool you; it can hold 8 cards and 10 U.S. bills in streamlined, quick access slots that allow you to eject cards with your thumbs or count through cash quickly. A detachable all-purpose clip with rubber strap are included for holding additional cards, business cards and money.
MADE IN USA: All Flipside products are designed and manufactured in the USA. If your button, hinges, or locking mechanism fails to function within 2 years of purchase, contact us and we will repair it or replace it at no charge. This warranty does not apply to cosmetic wear.",4.25 x 2.8 x 0.75 inches; 3 Ounces,B081D8NJKK,None,Mens,"November 12, 2019",none,No,none,none,#53,none,none,none
53,"Clothing, Shoes & Jewelry > Men > Accessories > Wallets, Card Cases & Money Organizers > Wallets",SERMAN BRANDS - Wallets for Men Slim Mens leather RFID Blocking Minimalist Card Front Pocket Bifold Travel Thin,https://m.media-amazon.com/images/I/81f8hFkEImL._AC_UY879_.jpg,SERMANBRANDS,4.6,"7,377",$23.69,"Leather lining
No Closure closure
Dry Cloth Clean
PATENT PENDING - 12 MONTH WARRANTY, The SERMAN BRANDS Warranty covers any factory defects as a result from the manufacturing process of the product.
SAFETY. PRIVACY. SECURITY - Our minimalist wallets for men are equipped with advanced RFID Blocking Technology, a unique metal composite, engineered specifically to block 13.56 MHz or higher RFID signals and protect the valuable information stored on RFID chips from unauthorized scans
SLIM AND STYLISH – Bifold is made with the finest full grain genuine leather that develops a richer texture and establishes stronger character and color with use. Designed Quick Access ID Windows, Best Fits 8-10 cards plus US bills, and a minimal Pull-tab design to reduce bulk - Wallet Size: 4.25"" in. x 3.1"" in. .4"" in.
HOW IT WORKS- At last! A slim travel wallet that will meet your everyday needs. The SERMAN BRANDS slim wallet is equipped with a front pocket for your daily card, 4 quick draw interior pockets, and a smart strap that lets you get to your everyday credit cards. Most currencies fit easily with a half fold, keeping your essentials together in a thin, slim, & sleek fashion.
PREMIUM LEATHERS- We use only the finest leathers to make smart and stylish wallets! Premium full grain leathers that are soft and appealing! Our vintage leathers stay true to their nature by being receptive to scratches. With use the wallet will absorb the natural oils of your hands which will allow the wallet to develop a rich and dark color. Over time, your wallet will develop a character that matches your adventures.",5 x 4 x 0.7 inches; 4 Ounces,B07JWFLNXT,None,Mens,"October 16, 2018",none,none,none,none,#54,none,none,"Awaken Adventure. Grab your wallet and GO! The destinations are endless.
SMART PULL STRAP
Wallet case also integrates a minimal - smart pull tab for easy access to your cards! Minimalist yet flexible, sleek, light weight, and compact, our slim front pocket wallet allows you to take up to 10 of your credit cards plus bills with your travels, to your refreshing sport activities, to the gym or your out and about.
FULL GRAIN LEATHER
Made from hand crafted full grain leather. The SERMAN BRANDS 5.0 is available in eight designer colors
Vintage Leathers: Texas Brown, California Desert, Charcoal Black, Canyon Red.
Dressed Leathers (Smooth interface): Luxe Blue, Army Green, and Titanium Gray.
Vegan Leathers: Modern Black
INSITUITE VERIFIED RFID PROTECTION
RFID-blocking billfold wallets are designed to help protect & secure you from a specific type of theft, called RFID skimming – which is where information from high frequency (13.56MHz) RFID-based credit cards, passports and transport passes are read and duplicated!
The RFID lining does not shield against some cards that operate at low frequencies of 125 kHz like hotel key cards, employee ID Badges, transit passes etc. *TAP TO PAY ENABLED
FRONT POCKET ACCESS
The SERMAN BRANDS 5.0 is a thin all-rounder that fits your cash and up to 10 cards in a slim profile. Store most currencies with a half fold, and keep your 1-2 daily cards within easy reach in the quick-access front pocket slot.
The 5.0 card holder is perfect if you want to slim your pockets. Embrace the freedom of slim, and only carry what you really need.
ATTENTION TO DETAIL
We began our mission to help the world carry with greater simplicity and ease. We work hard to create products that will live a long life and we choose materials that are proven to serve their purpose. We've spent many years considering and refining our custom leathers. We only use premium leathers.
WHY YOU SHOULD PICK US!
You don't settle in life, so why should you settle when picking out your wallet?!
The SERMAN BRANDS 5.0 was the original design created and funded on Kickstarter, with a UPSTO Patent (USD836335S1), real cowhide leather, and a noticeable difference in quality.. don't settle for anything less than you deserve.
SERMAN BRANDS 1.0 SERMAN BRANDS 1.S SERMAN BRANDS Transformer SERMAN BRANDS Rogue SERMAN BRANDS 5.0 SERMAN BRANDS 2.0
RFID Protected ✓ ✓ ✓ ✓ ✓ ✓
Money Clip ✓ ✓ ✓ ✓ Traditional Cash Slot Traditional Cash Slot
Card Storage Best Fits 6-8 Cards Best Fits 6-8 Cards Best Fits 10-12 Cards Best Fits 6-8 Cards Best Fits 6-8 Cards Best Fits 6-8 Cards
Smart Strap ✓ ✓ ✓ ✓"
54,"Clothing, Shoes & Jewelry > Men > Accessories > Wallets, Card Cases & Money Organizers > Wallets",WXM Airtag Wallet for Men with AirTag Holder Credit slim Front Pocket Real Carbon Fiber RFID Blocking Minimalist Mens Gift(Black),https://m.media-amazon.com/images/I/71G2AK+moCL._AC_SX679_.jpg,WXM,4.3,"5,022",$29.99,"[Airtag Wallet]: This Mens Wallet is designed to accommodate[Spacious & Accessible]: Securely holds up to 15 credit/debit cards. The external notch ensures easy card retrieval. an Airtag, allowing you to locate it with your iPhone via the Find My app. (Please note: Airtag is NOT included).
[Spacious & Accessible]: Securely holds up to 15 credit/debit cards. The external notch ensures easy card retrieval.
[Advanced RFID Protection]: WXM Wallet for Men boasts a robust metal body, shielding your cards from potent RFID Chip Readers.
[Durable & Lightweight]: Crafted with military-grade Real carbon fiber and framed in Aluminum alloy, the WXM Tactical Wallet is not only lightweight but also resilient, outperforming traditional leather wallets.
[Universal Appeal]: Both men and women admire its sleek design and metal construction. Perfect as a gift for the avid travelers in your life!",5 x 4.96 x 0.71 inches,B09CM4D7R5,None,Mens,none,none,none,none,none,#55,none,none,"Product Description
It’s a wallet that’s minimalist without being limiting. You can carry less and always have what you need.
Ample Space
The wallets can expand to hold the number of credit cards you need and that’s up to 15. And the metal cash clip holds 5-9 cash.
RFID Blocking
WXM wallets protect against all RFID scanning devices to insure you private information and property safety.
AirTag Holder
The Wallet comes with an AirTag Holder which you can use to hold the Airtag in place (AirTag not included).
Slim & Minimalism
No more bulky leather bi-folds. Specially designed to make it a perfect fit for your front pocket.
Ultra Durable Materials
We break the mold by manufacturing with real, tough carbon fiber and Aluminum.
Easy Access
The C shape design makes you have easy access to every card just with a push of your finger.
What You Get
1 X Wallet
1 X AirTag Holder
8 X small screws
1 X Mini Screwdriver
Perfect For Gifts
Shopping for your partner, friend, or coworker?
No need to look everywhere anymore
WXM wallet will be the perfect fit.
This minimalist wallets are perfect for gifts.
Get your loved one the gift of protection, simplicity and style with WXM wallets."
55,"Clothing, Shoes & Jewelry > Men > Accessories > Wallets, Card Cases & Money Organizers > Wallets",kinzd Slim Wallet with Money Clip RFID Blocking Minimalist Bifold Wallet for Men Genuine Leather Front Pocket Card Holder,https://m.media-amazon.com/images/I/81D3kINpWEL._AC_UX679_.jpg,kinzd,4.5,"5,238",$18.99,"Leather lining
Bifold closure
Dry Cloth Clean
※ RFID BLOCKING SECURITY - RFID blocking technology meets FIPS-201 security stands, keep your credit card and ID safety. Though it effectively guards against common radio frequencies, our id window minimalist wallet doesn't have the ability to block 125 KHz signals such as those for hotel room keys & access cards
※ GENUINE LEATHER - Made with the Finest Crazy Horse genuine leather, the first class craftsmanship, classy, softer, last many years
※ SLIM AND STYLISH - Measures 3.0"" x 4.3"" x 0.5"". Designed Quick Access ID Windows, Holds up to 10 cards plus US bills with no bulk. Making this bifold superb for travel, and everyday use, keeping cards safe and organized
※ GIFT BOX PACKING - Kinzd Men’s Slim Front Pocket Wallets are the perfect present for Birthday, Anniversary, Graduation, College, Wedding, Groomsmen, Father’s Day and other Special Occasions. Well packed in a nice gift box, so you can easily gift it to that special someone on that special day
※ NO HASSLE MONEY BACK GUARANTEE - Our warranty covers any defect caused during product production and delivery. If for any reason you're not 100% SATISFIED, let us know and we'll do everything to help you: refund or a replacement, whichever you prefer",5 x 3.4 x 0.8 inches,B07MXTXGHQ,None,Mens,"January 17, 2019",none,none,none,none,#56,none,none,none
56,"Clothing, Shoes & Jewelry > Men > Accessories > Wallets, Card Cases & Money Organizers > Wallets",BULLCAPTAIN RFID Wallets for Men Slim Bifold Genuine Leather Front Pocket Wallet with 2 ID Windows QB-05 (Brown),https://m.media-amazon.com/images/I/81Behnyvk+L._AC_SX679_.jpg,BULLCAPTAIN,4.5,"2,426",$26.55,"💗💗GENUINE LEATHER - Made Of genuine leather (cowhide leather) with nice and smooth texture, really soft & comfortable to touch which will look better as time goes by. Please note that a new leather wallet may feel bulky and the card slots may be not that flexible, it is normal. After using the wallet for a while, it will be softer, more flexible and perfect for your pocket.
💗💗SPECIAL COLOR - We offer 5 different colors for you. The colors are very special which is a unique ink-jet technology to make the wallet so stylish. So you can smell ink from the wallet, but it will fade away.
💗💗SIZE - 4.72"" x 3.94’’x 0.59"" (folded, empty). Weight: 0.22LB. (Please allow 0.3""-0.9"" in size error due to manual measurement.)
💗💗RFID BLOCKING DESIGN WALLET - Our BULLCAPTAIN wallets are equipped with advanced RFID SECURE Technology, a unique RFID Blocking lining, engineered specifically to block 13.56 MHz or higher RFID signals and protect the valuable information stored on RFID chips from unauthorized scans.
💗💗EXTRA CAPACITY - Equipped with 11 card slots, 2 currency pocket, and 2 ID windows, meets all your daily needs!
💗💗 SLIM WALLET FOR MEN - This men's wallet is slim design, which will fit your back/front pocket easily.
💗💗WONDERFUL GIFT - Our genuine leather men's wallet would be a wonderful gift for the people you love on a special day. It is suitable for men of all ages, whether it's business or leisure style, the wallet will present his charm all the way.",4.72 x 3.94 x 0.59 inches,B081Y4BH63,QB-05,mens,none,none,No,China,none,#57,none,none,"Product Description
Welcome to BULLCAPTAIN Brand Leather Store,
Items are from original design which are stylish and durable. We make products by genuine leather and update new designs every month. We will make every effort to provide you with the quality products, best service and fast delivery.
FASHION AND FUNCTIONAL
-- 10 card slots inside ( that hold 10-15 credit cards)
-- 2 currency pockets for all your cash
-- 2 ID window (for Driver License & Work/School ID/Passport Card)
-- The wallet is easy to carry all your important cards and banknote, meet all your daily needs.
-- Compact Size: 4.72"" x 3.94’’x 0.59"" (folded, empty)
RFID BLICKONG WALLET
GENUINE LEATHER WALLET
The RFID protection card holder can perfectly block unwanted RFID scanners, to protect your personal information, like ID Card, Credit Card, it is really necessary when walking out.
This men wallet is both fashionable and functional. Features the special design and the nice structure.
MINIMALIST FRONT POCKET WALLET
It is very slim which will fit your back/front pocket easily. And the color is really unique.
Slim and stylish.
Genuine Leather
-- The leather is quality and soft which would not easily to get scratches or leave marks.
-- The leather will look better as time goes by.
-- Well workmanship.
Ideal Gift and Suitable for Any Occasion
-- This wallet is super stylish and absolutely functional which is suitable for any occasion.
-- Perfect for Work, Travel & Adventures
-- it is an ideal gift for your beloved.
BULLCAPTAIN Large Capacity Genuine Leather Bifold Wallet BULLCAPTAIN Genuine Leather Wallet for Men Large Capacity BULLCAPTAIN Genuine Leather Sling Bag with Cellphone Stand Chain BULLCAPTAIN Sling Bag Crossbody Backpack with USB Charging Port BULLCAPTAIN Multi-pocket Sling Leather Backpack BULLCAPTAIN Metal Pop Up Wallet Slim Leather Credit Card Holder with Cash Strap
Genuine Leather ✓ ✓ ✓ ✓ ✓ Micro Fiber Leather, Aluminum
RFID Blocking ✓ ✓"
57,"Clothing, Shoes & Jewelry > Men > Accessories > Wallets, Card Cases & Money Organizers > Wallets","AUTLEY Slim Card Holder, Minimalist Pop Up Wallet for Men | RFID Blocking, Cash Band, 12+ Cards Storage (Black)",https://m.media-amazon.com/images/I/61WHCfAPOfL._AC_SX679_.jpg,AUTLEY,4.5,181,$24.49,"【Minimalist Card Holder Wallet】Slim&small design, solid construction. Easily slides into the front pocket. Easy to carry. Great for people who want a nice and thin wallet for going out.
【Large Capacity】Card box(RFID Blocking) holds Max 5 embossed / 6 smooth cards AND Backplate compartment on the outside holds 6+ cards. Total 12+ cards holding. The elastic band fits cash and receipts.
【Quick Access Card】Built-in ejection mechanism, just push the side button. All cards in the card case pop up at a step pattern that makes them very easy to grab. Choose the card you want quickly.
【 RFID & NFC Blocking】Advanced aluminium body blocks wireless signals. Prevents wireless theft or unwanted scanning. Ensure your personal information stays safe and secure.
【100% Warranty Service】At AUTLEY, 90 Day Money-back Guarantee, 1-Year Warranty(replacement service). If you have any question or suggestion, welcome to contact us for help.",0.55 x 2.7 x 3.8 inches,B0BYPCTQVW,ACHB01,mens,none,none,AUTLEY,China,none,#58,none,none,"Product Description
RFID Blocking Technology
Advanced aluminium case blocks wireless signals. Prevents wireless theft or unwanted scanning. Ensure your personal information stays safe and secure.
Easy Access Card
Built-in ejection mechanism, just push the side button. Cards in the card case pop up at a step pattern that makes them very easy to grab. Choose the card you want quickly.
Built to Last
This wallet is made from 6061 aerospace aluminium, solid and durable. Back plate is also made from metal. The sturdy construction ensures a lifetime of use.
Slim Card Holder Slim Card Holder Slim Card Holder with Airtag Case
Color Black Grey Black
Cash Band ✓ ✓ ✓
Airtag Keeper NO NO ✓"
58,"Clothing, Shoes & Jewelry > Men > Accessories > Wallets, Card Cases & Money Organizers > Wallets","furid Airtag Wallet Men(No Airtag), Slim with Money Clip, Minimalist for Men Air Tag Wallet, Apple Holder",https://m.media-amazon.com/images/I/71IGlC3g8xL._AC_SX679_.jpg,furid,4.4,722,$25.99,"Airtag Wallet: For the person who often can't find his wallet, this airtag wallet is definitely a boon, you can put your airtag into this metal wallet, the airtag will be integrated with the wallet, just open your phone, you can find the wallet easily.
Minimalist Wallet for Men: The money clip wallet easy to holds up to 12 cards, upgrade double metal C port can be easily inserted into the card or pull out cards easily.
Slim Wallet for Men: A slim minimalist wallet for men, light money clip wallet, Fashionable and convenient appearance. Flexible webbing greatly improved the card holding capacity, very convenient for card carrier. Small size Free up more personal space:2.1*3.4*0.2 inch.
Gift for Men: The Slim wallet is the Best gift idea for Valentine's Day, Father's Day, Thanksgiving Day, Christmas, birthday.
Purchase without Worry : If you have any quality or any other questions, please contact us at any time and we will resolve it for you as soon as possible",3.35 x 2.17 x 0.2 inches,B0B7HP2KW5,Z009-3,Men,none,none,furid,China,none,#59,none,none,"Product Description
Airtag Wallet
Airtag Wallet Installation Guide
Use the included screwdriver to open the two screws that fix the back cover,
Put in the airtag,
Tighten the screws. Be sure to tighten them firmly.
Done, Get your exclusive airtag wallet."
